Starting Date,Ending Date,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales,,
20251001,20251031,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,599,,
20251001,20251031,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,1,150,150,,
20251001,20251031,Kochi,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,119.4,,
20251001,20251031,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,9,1521,1282.02,,
20251001,20251031,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,29,5481,4650.69,,
20251001,20251031,Kochi Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,179,,
20251001,20251031,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,375,299,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,23,8625,6432.32,,
20251001,20251031,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,10,1990,1480.8,,
20251001,20251031,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,9,5841,5391,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,41,7349,5739,,
20251001,20251031,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,375,299,,
20251001,20251031,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,599,,
20251001,20251031,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,15,3135,2656.55,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,14,5250,2506,,
20251001,20251031,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,27,3213,2643.26,,
20251001,20251031,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,557,447,,
20251001,20251031,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,21,6909,6018.75,,
20251001,20251031,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,1,190,190,,
20251001,20251031,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,199,129,,
20251001,20251031,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,179,,
20251001,20251031,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1499,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,35,5915,5194.37,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,55,10945,7807.4,,
20251001,20251031,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,1,209,199,,
20251001,20251031,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,1,186,186,,
20251001,20251031,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129,,
20251001,20251031,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,50,9450,7892.99,,
20251001,20251031,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,16,1904,1395.6,,
20251001,20251031,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,6,1254,1088.6,,
20251001,20251031,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,2,1998,1798,,
20251001,20251031,Hyderabad Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,149,,
20251001,20251031,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,2,750,358,,
20251001,20251031,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,2,750,450,,
20251001,20251031,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1499,,
20251001,20251031,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,32,9568,9254.05,,
20251001,20251031,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,23,4807,4111.39,,
20251001,20251031,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,4,796,496.8,,
20251001,20251031,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,318,,
20251001,20251031,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,12,2148,1838.3,,
20251001,20251031,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,212,198,,
20251001,20251031,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,189,179,,
20251001,20251031,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,2,3198,2998,,
20251001,20251031,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,34,7106,6471.42,,
20251001,20251031,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,1875,1421,,
20251001,20251031,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,200,200,,
20251001,20251031,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,14,5250,2506,,
20251001,20251031,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,30,3570,2770.12,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,19,3971,3596.15,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,4,1500,1425,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,39,7441,5811,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,2,338,317.72,,
20251101,20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,8,2632,2232,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,2,378,321.3,,
20251101,20251130,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,149,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,2,398,398,,
20251101,20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,46,15134,12834,,
20251101,20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129,,
20251101,20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,16,3024,2864,,
20251101,20251130,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,477,433.15,,
20251101,20251130,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,899,,
20251101,20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,23,6877,6279,,
20251101,20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1200,1137,,
20251101,20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,3,597,387,,
20251101,20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,31,6479,5874.25,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,2,750,712.5,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,599,,
20251101,20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,7,1400,1300,,
20251101,20251130,Mangaluru,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,269.1,,
20251101,20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,1,169,143.65,,
20251101,20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,23,4807,4506.2,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,13,2227,1937,,
20251101,20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,25,7475,6757.4,,
20251101,20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1166,989.82,,
20251101,20251130,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,899,,
20251101,20251130,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,1,329,279,,
20251101,20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,20,4180,3971.45,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,0,0,0,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,19,3211,2898.63,,
20251101,20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,21,2499,2075.32,,
20251101,20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,10,1060,890.82,,
20251101,20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,6,1116,1060.2,,
20251101,20251130,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1797,,
20251101,20251130,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,3,597,387,,
20251101,20251130,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1198,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,14,2606,2606,,
20251101,20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2701.18,,
20251101,20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,3040,2768.3,,
20251101,20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,3290,2790,,
20251101,20251130,Raipur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,179,,
20251101,20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,26,3094,2569.63,,
20251101,20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,76,22724,19734,,
20251101,20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,43,5117,4162.58,,
20251101,20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,53,6307,5043.68,,
20251101,20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3242.48,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,3,318,274.96,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,14,2926,2456.65,,
20251101,20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,12,2400,2220,,
20251101,20251130,Mysore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,1,209,198.55,,
20251101,20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,10,1060,879.8,,
20251101,20251130,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,298,,
20251101,20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,6,3894,3594,,
20251101,20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,64,13376,12313.25,,
20251101,20251130,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,2,418,397.1,,
20251101,20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,9,1512,1453.2,,
20251101,20251130,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,298,,
20251101,20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,135.15,,
20251101,20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,2850,2578.3,,
20251101,20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,35,4165,3418.14,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,212,186.98,,
20251101,20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,12,1908,1788,,
20251101,20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,8,1352,1180.2,,
20251101,20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,7,833,676.61,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1352,1172.86,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,26,4914,4443.25,,
